code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""database""",
"""14886431000006116""",UNKNOWN,true,"""percentage of time below level 1 hypoglycaemic threshold to total continuous glucose monitoring time using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886451000006111""",UNKNOWN,true,"""percentage of readings in target range to total self-monitored capillary blood glucose readings using blood glucose meter""	""Aurum""",
"""14886501000006113""",UNKNOWN,true,"""glucose management indicator expressed as substance concentration ratio""	""Aurum""",
"""14886511000006111""",UNKNOWN,true,"""gmi (glucose management indicator) expressed as molar ratio""	""Aurum""",
"""14886521000006115""",UNKNOWN,true,"""number of clinically significant hypoglycaemic episodes recorded by self-monitoring of capillary blood glucose""	""Aurum""",
"""14886531000006117""",UNKNOWN,true,"""number of clinically significant hypoglycaemic episodes recorded by continuous glucose monitoring device""	""Aurum""",
"""14886561000006114""",UNKNOWN,true,"""mean number of self-monitored capillary blood glucose measurements per day""	""Aurum""",
"""14886571000006119""",UNKNOWN,true,"""percentage of successful data capture time to total expected continuous glucose monitoring sensor wear time using minimally-invasive continuous glucose monitoring device""	""Aurum""",
"""14886591000006118""",UNKNOWN,true,"""mean substance concentration of glucose in capillary blood using point-of-care testing device""	""Aurum""",
"""14886601000006114""",UNKNOWN,true,"""mean substance concentration of glucose in capillary blood using poct (point-of-care testing) device""	""Aurum""",
"""14886611000006112""",UNKNOWN,true,"""standard deviation of mean substance concentration of glucose in capillary blood using point-of-care testing device""	""Aurum""",
"""14886631000006118""",UNKNOWN,true,"""coefficient of variation of mean substance concentration of glucose in capillary blood using point-of-care testing device""	""Aurum""",
"""14886651000006113""",UNKNOWN,true,"""percentage of readings in target range to total point-of-care capillary blood glucose readings using blood glucose meter""	""Aurum""",
"""14886661000006110""",UNKNOWN,true,"""percentage of readings above level 2 hyperglycaemic threshold to total point-of-care capillary blood glucose readings using blood glucose meter""	""Aurum""",
"""14886671000006115""",UNKNOWN,true,"""percentage of readings above level 1 hyperglycaemic threshold to total point-of-care capillary blood glucose readings using blood glucose meter""	""Aurum""",
