"prodcodeid"	"term"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"concat"	"match"	"Antihypertensives"
"198941000033118"	"Cardene SR 30mg capsules (Astellas Pharma Ltd)"	"Cardene SR 30mg capsules"	"Modified-release capsule"	"Oral"	"Nicardipine"	"30.000mg"	NA	"cardene sr 30mg capsules cardene sr 30mg capsules  astellas pharma ltd  nicardipine hydrochloride"	1	"Nicardipine"
"199041000033110"	"Cardene SR 45mg capsules (Astellas Pharma Ltd)"	"Cardene SR 45mg capsules"	"Modified-release capsule"	"Oral"	"Nicardipine"	"45.000mg"	NA	"cardene sr 45mg capsules cardene sr 45mg capsules  astellas pharma ltd  nicardipine hydrochloride"	1	"Nicardipine"
"199141000033114"	"Cardilate MR 20mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Cardilate MR 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"cardilate mr 20mg tablets cardilate mr 20mg tablets  ivax pharmaceuticals uk ltd  nifedipine"	1	"Nifedipine"
"199241000033119"	"Calcicard CR 120mg tablets (Teva UK Ltd)"	"Calcicard CR 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"120.000mg"	NA	"calcicard cr 120mg tablets calcicard cr 120mg tablets  teva uk ltd  diltiazem hydrochloride"	1	"Diltiazem"
"199341000033112"	"Calcicard CR 90mg tablets (Teva UK Ltd)"	"Calcicard CR 90mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"90.000mg"	NA	"calcicard cr 90mg tablets calcicard cr 90mg tablets  teva uk ltd  diltiazem hydrochloride"	1	"Diltiazem"
"209241000033119"	"Capozide LS 12.5mg/25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capozide LS 12.5mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril/Hydrochlorothiazide"	"25.000mg + 12.500mg"	NA	"capozide ls 12 5mg 25mg tablets capozide ls 12 5mg 25mg tablets  bristol myers squibb pharmaceuticals ltd  captopril  hydrochlorothiazide"	1	"Captopril/Hydrochlorothiazide"
"209841000033115"	"Carace 10 Plus tablets (Organon Pharma (UK) Ltd)"	"Carace 10 Plus tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	NA	"carace 10 plus tablets carace 10 plus tablets  organon pharma  uk  ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"210541000033113"	"Captopril  Tablets  1 mg"	"Captopril  Tablets  1 mg"	"Tablet"	"Oral"	"Captopril"	NA	NA	"na captopril  tablets  1 mg captopril"	1	"Captopril"
"210741000033117"	"Captopril  Tablets  2 mg"	"Captopril  Tablets  2 mg"	"Tablet"	"Oral"	"Captopril"	NA	NA	"na captopril  tablets  2 mg captopril"	1	"Captopril"
"211541000033119"	"Candesartan 16mg tablets"	"Candesartan 16mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Candesartan"	"16.000mg"	"02050502"	"candesartan 16mg tablets candesartan 16mg tablets candesartan cilexetil"	1	"Candesartan"
"211641000033118"	"Candesartan 2mg tablets"	"Candesartan 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Candesartan"	"2.000mg"	"02050502"	"candesartan 2mg tablets candesartan 2mg tablets candesartan cilexetil"	1	"Candesartan"
"211741000033110"	"Candesartan 4mg tablets"	"Candesartan 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Candesartan"	"4.000mg"	"02050502"	"candesartan 4mg tablets candesartan 4mg tablets candesartan cilexetil"	1	"Candesartan"
"211841000033117"	"Candesartan 8mg tablets"	"Candesartan 8mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Candesartan"	"8.000mg"	"02050502"	"candesartan 8mg tablets candesartan 8mg tablets candesartan cilexetil"	1	"Candesartan"
"213441000033119"	"Captopril 12.5mg tablets"	"Captopril 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"12.500mg"	"02050501"	"captopril 12 5mg tablets captopril 12 5mg tablets captopril"	1	"Captopril"
"214141000033113"	"Capoten 12.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capoten 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"12.500mg"	NA	"capoten 12 5mg tablets capoten 12 5mg tablets  bristol myers squibb pharmaceuticals ltd  captopril"	1	"Captopril"
"214241000033118"	"Capoten 25mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capoten 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"25.000mg"	NA	"capoten 25mg tablets capoten 25mg tablets  bristol myers squibb pharmaceuticals ltd  captopril"	1	"Captopril"
"214341000033111"	"Capoten 50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capoten 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"50.000mg"	NA	"capoten 50mg tablets capoten 50mg tablets  bristol myers squibb pharmaceuticals ltd  captopril"	1	"Captopril"
"214441000033117"	"Captopril 25mg tablets"	"Captopril 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"25.000mg"	"02050501"	"captopril 25mg tablets captopril 25mg tablets captopril"	1	"Captopril"
"214541000033116"	"Captopril 50mg tablets"	"Captopril 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril"	"50.000mg"	"02050501"	"captopril 50mg tablets captopril 50mg tablets captopril"	1	"Captopril"
"215341000033112"	"Catapres 100microgram tablets (Glenwood GmbH)"	"Catapres 100microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clonidine"	"100.000microgram"	NA	"catapres 100microgram tablets catapres 100microgram tablets  glenwood gmbh  clonidine hydrochloride"	1	"Clonidine"
"215441000033118"	"Catapres 300microgram tablets (Boehringer Ingelheim Ltd)"	"Catapres 300microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clonidine"	"300.000microgram"	NA	"catapres 300microgram tablets catapres 300microgram tablets  boehringer ingelheim ltd  clonidine hydrochloride"	1	"Clonidine"
"215941000033111"	"Carace 10mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Carace 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"10.000mg"	NA	"carace 10mg tablets carace 10mg tablets  bristol myers squibb pharmaceuticals ltd  lisinopril"	1	"Lisinopril"
"216041000033118"	"Carace 2.5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Carace 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"2.500mg"	NA	"carace 2 5mg tablets carace 2 5mg tablets  bristol myers squibb pharmaceuticals ltd  lisinopril"	1	"Lisinopril"
"216141000033119"	"Carace 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Carace 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"20.000mg"	NA	"carace 20mg tablets carace 20mg tablets  bristol myers squibb pharmaceuticals ltd  lisinopril"	1	"Lisinopril"
"216241000033114"	"Carace 5mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Carace 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lisinopril"	"5.000mg"	NA	"carace 5mg tablets carace 5mg tablets  bristol myers squibb pharmaceuticals ltd  lisinopril"	1	"Lisinopril"
"216441000033110"	"Capozide 25mg/50mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)"	"Capozide 25mg/50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Captopril/Hydrochlorothiazide"	"50.000mg + 25.000mg"	NA	"capozide 25mg 50mg tablets capozide 25mg 50mg tablets  bristol myers squibb pharmaceuticals ltd  captopril  hydrochlorothiazide"	1	"Captopril/Hydrochlorothiazide"
"216741000033115"	"Cardura 1mg tablets (Viatris UK Healthcare Ltd)"	"Cardura 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Doxazosin"	"1.000mg"	NA	"cardura 1mg tablets cardura 1mg tablets  viatris uk healthcare ltd  doxazosin mesilate"	1	"Doxazosin"
"216841000033113"	"Cardura 2mg tablets (Viatris UK Healthcare Ltd)"	"Cardura 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Doxazosin"	"2.000mg"	NA	"cardura 2mg tablets cardura 2mg tablets  viatris uk healthcare ltd  doxazosin mesilate"	1	"Doxazosin"
"217041000033116"	"Carace 20 Plus tablets (Organon Pharma (UK) Ltd)"	"Carace 20 Plus tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	NA	"carace 20 plus tablets carace 20 plus tablets  organon pharma  uk  ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"233241000033114"	"Celectol 400mg tablets (Neon Healthcare Ltd)"	"Celectol 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Celiprolol"	"400.000mg"	NA	"celectol 400mg tablets celectol 400mg tablets  neon healthcare ltd  celiprolol hydrochloride"	1	"Celiprolol"
"233341000033116"	"Celiprolol 400mg tablets"	"Celiprolol 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Celiprolol"	"400.000mg"	"02040000"	"celiprolol 400mg tablets celiprolol 400mg tablets celiprolol hydrochloride"	1	"Celiprolol"
"234841000033110"	"Centyl K modified-release tablets (LEO Pharma)"	"Centyl K modified-release tablets"	"Modified-release tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg + 573.000mg"	NA	"centyl k modified release tablets centyl k modified release tablets  leo pharma  bendroflumethiazide  potassium chloride"	1	"Bendroflumethiazide"
"236041000033111"	"Celiprolol 200mg tablets"	"Celiprolol 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Celiprolol"	"200.000mg"	"02040000"	"celiprolol 200mg tablets celiprolol 200mg tablets celiprolol hydrochloride"	1	"Celiprolol"
"236141000033110"	"Celectol 200mg tablets (Neon Healthcare Ltd)"	"Celectol 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Celiprolol"	"200.000mg"	NA	"celectol 200mg tablets celectol 200mg tablets  neon healthcare ltd  celiprolol hydrochloride"	1	"Celiprolol"
"246241000033116"	"Chlorothiazide 250mg/5ml oral suspension"	"Chlorothiazide 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Chlorothiazide"	"50.000mg/1.000ml"	"02020100"	"chlorothiazide 250mg 5ml oral suspension chlorothiazide 250mg 5ml oral suspension chlorothiazide"	1	"Chlorothiazide"
"247941000033110"	"Chlorothiazide  Tablets  500 mg"	"Chlorothiazide  Tablets  500 mg"	"Tablet"	"Oral"	"Chlorothiazide"	NA	NA	"na chlorothiazide  tablets  500 mg chlorothiazide"	1	"Chlorothiazide"
"258141000033110"	"Cilazapril 1mg tablets"	"Cilazapril 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"1.000mg"	"02050501"	"cilazapril 1mg tablets cilazapril 1mg tablets cilazapril monohydrate"	1	"Cilazapril"
"258241000033115"	"Cilazapril 2.5mg tablets"	"Cilazapril 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"2.500mg"	"02050501"	"cilazapril 2 5mg tablets cilazapril 2 5mg tablets cilazapril monohydrate"	1	"Cilazapril"
"258341000033113"	"Cilazapril  Tablets  250 micrograms"	"Cilazapril  Tablets  250 micrograms"	"Tablet"	"Oral"	"Cilazapril"	NA	NA	"na cilazapril  tablets  250 micrograms cilazapril"	1	"Cilazapril"
"258441000033119"	"Cilazapril 500microgram tablets"	"Cilazapril 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"500.000microgram"	"02050501"	"cilazapril 500microgram tablets cilazapril 500microgram tablets cilazapril monohydrate"	1	"Cilazapril"
"258641000033117"	"Cilazapril 5mg tablets"	"Cilazapril 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cilazapril"	"5.000mg"	"02050501"	"cilazapril 5mg tablets cilazapril 5mg tablets cilazapril monohydrate"	1	"Cilazapril"
"261841000033118"	"Clonidine 250microgram modified-release capsules"	"Clonidine 250microgram modified-release capsules"	"Modified-release capsule"	"Oral"	"Clonidine"	"250.000microgram"	"02050200"	"clonidine 250microgram modified release capsules clonidine 250microgram modified release capsules clonidine hydrochloride"	1	"Clonidine"
"275641000033110"	"Clonidine 150micrograms/1ml solution for injection ampoules"	"Clonidine 150micrograms/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Clonidine"	"150.000microgram/1.000ml"	"02050200"	"clonidine 150micrograms 1ml solution for injection ampoules clonidine 150micrograms 1ml solution for injection ampoules clonidine hydrochloride"	1	"Clonidine"
"285841000033118"	"Clonidine 100microgram tablets"	"Clonidine 100microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clonidine"	"100.000microgram"	"02050200"	"clonidine 100microgram tablets clonidine 100microgram tablets clonidine hydrochloride"	1	"Clonidine"
"285941000033114"	"Clonidine 25microgram tablets"	"Clonidine 25microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clonidine"	"25.000microgram"	"04070402"	"clonidine 25microgram tablets clonidine 25microgram tablets clonidine hydrochloride"	1	"Clonidine"
"287241000033110"	"Clonidine 300microgram tablets"	"Clonidine 300microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Clonidine"	"300.000microgram"	"02050200"	"clonidine 300microgram tablets clonidine 300microgram tablets clonidine hydrochloride"	1	"Clonidine"
"336641000033114"	"Coracten SR 10mg capsules (Teofarma S.r.l.)"	"Coracten SR 10mg capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"10.000mg"	NA	"coracten sr 10mg capsules coracten sr 10mg capsules  teofarma s r l   nifedipine"	1	"Nifedipine"
"351941000033111"	"Co-amilozide 5mg/50mg/5ml oral solution"	"Co-amilozide 5mg/50mg/5ml oral solution"	"Oral solution"	"Oral"	"Hydrochlorothiazide/Amiloride"	"1.000mg/1.000ml + 10.000mg/1.000ml"	"02020400"	"co amilozide 5mg 50mg 5ml oral solution co amilozide 5mg 50mg 5ml oral solution amiloride hydrochloride  hydrochlorothiazide"	1	"Hydrochlorothiazide/Amiloride"
"364241000033112"	"Coracten SR 20mg capsules (Teofarma S.r.l.)"	"Coracten SR 20mg capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"20.000mg"	NA	"coracten sr 20mg capsules coracten sr 20mg capsules  teofarma s r l   nifedipine"	1	"Nifedipine"
"369141000033118"	"Co-amilozide 5mg/50mg tablets"	"Co-amilozide 5mg/50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"5.000mg + 50.000mg"	"02020400"	"co amilozide 5mg 50mg tablets co amilozide 5mg 50mg tablets amiloride hydrochloride  hydrochlorothiazide"	1	"Hydrochlorothiazide/Amiloride"
"370241000033111"	"Co-triamterzide 50mg/25mg tablets"	"Co-triamterzide 50mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Triamterene"	"25.000mg + 50.000mg"	"02020400"	"co triamterzide 50mg 25mg tablets co triamterzide 50mg 25mg tablets hydrochlorothiazide  triamterene"	1	"Hydrochlorothiazide/Triamterene"
"370441000033112"	"Cozaar 25mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Losartan"	"25.000mg"	NA	"cozaar 25mg tablets cozaar 25mg tablets  organon pharma  uk  ltd  losartan potassium"	1	"Losartan"
"370541000033113"	"Cozaar 50mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Losartan"	"50.000mg"	NA	"cozaar 50mg tablets cozaar 50mg tablets  organon pharma  uk  ltd  losartan potassium"	1	"Losartan"
"370841000033110"	"Cozaar-Comp 50mg/12.5mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar-Comp 50mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Losartan"	"12.500mg + 50.000mg"	NA	"cozaar comp 50mg 12 5mg tablets cozaar comp 50mg 12 5mg tablets  organon pharma  uk  ltd  hydrochlorothiazide  losartan potassium"	1	"Hydrochlorothiazide/Losartan"
"372741000033116"	"Co-Betaloc tablets (Pfizer Ltd)"	"Co-Betaloc tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Metoprolol"	"12.500mg + 100.000mg"	NA	"co betaloc tablets co betaloc tablets  pfizer ltd  hydrochlorothiazide  metoprolol tartrate"	1	"Hydrochlorothiazide/Metoprolol"
"372841000033114"	"Co-Betaloc SA tablets (Pfizer Ltd)"	"Co-Betaloc SA tablets"	"Modified-release tablet"	"Oral"	"Hydrochlorothiazide/Metoprolol"	"25.000mg + 200.000mg"	NA	"co betaloc sa tablets co betaloc sa tablets  pfizer ltd  hydrochlorothiazide  metoprolol tartrate"	1	"Hydrochlorothiazide/Metoprolol"
"374841000033119"	"Cordilox 120mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Cordilox 120mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"120.000mg"	NA	"cordilox 120mg tablets cordilox 120mg tablets  ivax pharmaceuticals uk ltd  verapamil hydrochloride"	1	"Verapamil"
"374941000033110"	"Cordilox 160mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Cordilox 160mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"160.000mg"	NA	"cordilox 160mg tablets cordilox 160mg tablets  ivax pharmaceuticals uk ltd  verapamil hydrochloride"	1	"Verapamil"
"375041000033110"	"Cordilox 40mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Cordilox 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"40.000mg"	NA	"cordilox 40mg tablets cordilox 40mg tablets  ivax pharmaceuticals uk ltd  verapamil hydrochloride"	1	"Verapamil"
"375141000033114"	"Cordilox 80mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Cordilox 80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Verapamil"	"80.000mg"	NA	"cordilox 80mg tablets cordilox 80mg tablets  ivax pharmaceuticals uk ltd  verapamil hydrochloride"	1	"Verapamil"
"375241000033119"	"Corgard 40mg tablets (Sanofi-Synthelabo Ltd)"	"Corgard 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Nadolol"	"40.000mg"	NA	"corgard 40mg tablets corgard 40mg tablets  sanofi synthelabo ltd  nadolol"	1	"Nadolol"
"375341000033112"	"Corgard 80mg tablets (Neon Healthcare Ltd)"	"Corgard 80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Nadolol"	"80.000mg"	NA	"corgard 80mg tablets corgard 80mg tablets  neon healthcare ltd  nadolol"	1	"Nadolol"
"375441000033118"	"Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)"	"Corgaretic 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bendroflumethiazide/Nadolol"	"5.000mg + 40.000mg"	NA	"corgaretic 40mg tablets corgaretic 40mg tablets  sanofi synthelabo ltd  bendroflumethiazide  nadolol"	1	"Bendroflumethiazide/Nadolol"
"375541000033117"	"Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)"	"Corgaretic 80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bendroflumethiazide/Nadolol"	"5.000mg + 80.000mg"	NA	"corgaretic 80mg tablets corgaretic 80mg tablets  sanofi synthelabo ltd  bendroflumethiazide  nadolol"	1	"Bendroflumethiazide/Nadolol"
"376441000033110"	"Co-tenidone 50mg/12.5mg tablets"	"Co-tenidone 50mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone/Atenolol"	"50.000mg + 12.500mg"	"02040000"	"co tenidone 50mg 12 5mg tablets co tenidone 50mg 12 5mg tablets atenolol  chlortalidone"	1	"Chlortalidone/Atenolol"
"376541000033111"	"Co-tenidone 100mg/25mg tablets"	"Co-tenidone 100mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone/Atenolol"	"100.000mg + 25.000mg"	"02040000"	"co tenidone 100mg 25mg tablets co tenidone 100mg 25mg tablets atenolol  chlortalidone"	1	"Chlortalidone/Atenolol"
"376641000033112"	"Co-amilofruse 5mg/40mg tablets"	"Co-amilofruse 5mg/40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amiloride"	"5.000mg + 40.000mg"	"02020400"	"co amilofruse 5mg 40mg tablets co amilofruse 5mg 40mg tablets amiloride hydrochloride  furosemide"	1	"Amiloride"
"376741000033115"	"Co-amilofruse 10mg/80mg tablets"	"Co-amilofruse 10mg/80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amiloride"	"10.000mg + 80.000mg"	"02020400"	"co amilofruse 10mg 80mg tablets co amilofruse 10mg 80mg tablets amiloride hydrochloride  furosemide"	1	"Amiloride"
"376841000033113"	"Co-amilofruse 2.5mg/20mg tablets"	"Co-amilofruse 2.5mg/20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amiloride"	"2.500mg + 20.000mg"	"02020400"	"co amilofruse 2 5mg 20mg tablets co amilofruse 2 5mg 20mg tablets amiloride hydrochloride  furosemide"	1	"Amiloride"
"376941000033117"	"Co-amilozide 2.5mg/25mg tablets"	"Co-amilozide 2.5mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"2.500mg + 25.000mg"	"02020400"	"co amilozide 2 5mg 25mg tablets co amilozide 2 5mg 25mg tablets amiloride hydrochloride  hydrochlorothiazide"	1	"Hydrochlorothiazide/Amiloride"
"377041000033116"	"Co-flumactone 25mg/25mg tablets"	"Co-flumactone 25mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Spironolactone"	"25.000mg + 25.000mg"	"02020400"	"co flumactone 25mg 25mg tablets co flumactone 25mg 25mg tablets hydroflumethiazide  spironolactone"	1	"Spironolactone"
"377141000033117"	"Co-flumactone 50mg/50mg tablets"	"Co-flumactone 50mg/50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Spironolactone"	"50.000mg + 50.000mg"	"02020400"	"co flumactone 50mg 50mg tablets co flumactone 50mg 50mg tablets hydroflumethiazide  spironolactone"	1	"Spironolactone"
"377341000033119"	"Co-prenozide 160mg/0.25mg modified-release tablets"	"Co-prenozide 160mg/0.25mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Cyclopenthiazide"	"250.000microgram + 160.000mg"	"02040000"	"co prenozide 160mg 0 25mg modified release tablets co prenozide 160mg 0 25mg modified release tablets cyclopenthiazide  oxprenolol hydrochloride"	1	"Cyclopenthiazide"
"377541000033114"	"Coversyl 2mg tablets (Servier Laboratories Ltd)"	"Coversyl 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perindopril"	"2.000mg"	NA	"coversyl 2mg tablets coversyl 2mg tablets  servier laboratories ltd  perindopril erbumine"	1	"Perindopril"
"377641000033110"	"Coversyl 4mg tablets (Servier Laboratories Ltd)"	"Coversyl 4mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Perindopril"	"4.000mg"	NA	"coversyl 4mg tablets coversyl 4mg tablets  servier laboratories ltd  perindopril erbumine"	1	"Perindopril"
"395041000033117"	"Cyclopenthiazide 500microgram tablets"	"Cyclopenthiazide 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Cyclopenthiazide"	"500.000microgram"	"02020100"	"cyclopenthiazide 500microgram tablets cyclopenthiazide 500microgram tablets cyclopenthiazide"	1	"Cyclopenthiazide"
"416341000033115"	"Demser 250mg capsules (Imported (United States))"	"Demser 250mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Metirosine"	"250.000mg"	NA	"demser 250mg capsules demser 250mg capsules  imported  united states   metirosine"	1	"Metirosine"
"430641000033119"	"Debrisoquine 10mg tablets"	"Debrisoquine 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Debrisoquine"	"10.000mg"	"02050300"	"debrisoquine 10mg tablets debrisoquine 10mg tablets debrisoquine sulfate"	1	"Debrisoquine"
"430741000033111"	"Debrisoquine  Tablets  20 mg"	"Debrisoquine  Tablets  20 mg"	"Tablet"	"Oral"	"Debrisoquine"	NA	NA	"na debrisoquine  tablets  20 mg debrisoquine"	1	"Debrisoquine"
"437641000033118"	"Diovan 160mg capsules (Novartis Pharmaceuticals UK Ltd)"	"Diovan 160mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Valsartan"	"160.000mg"	NA	"diovan 160mg capsules diovan 160mg capsules  novartis pharmaceuticals uk ltd  valsartan"	1	"Valsartan"
