"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Antidiabetic"	"group"	"database"
"724041000033112"	"Humulin I 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"724141000033111"	"Humulin M1  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"724241000033116"	"Humulin M2  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"724341000033114"	"Humulin S 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"724541000033119"	"Humulin Zn 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"725041000033113"	"Human Actraphane(Nova)  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"725141000033112"	"Human Initard 50/50 Insulin  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"725241000033117"	"Humulin M4  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"725341000033110"	"Humulin M3 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"725541000033115"	"Human Velosulin  Injection  100 u/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"725841000033118"	"Humulin Lente 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"725941000033114"	"Human Actrapid  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726041000033116"	"Human Mixtard 30  Injection  10 ml vial"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726141000033117"	"Human Mixtard 10  Penfill cartridges (3 ml)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726241000033112"	"Human Mixtard 20  Penfill cartridges (3 ml)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726341000033119"	"Human Mixtard 30  Penfill cartridges (3 ml)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726441000033113"	"Human Mixtard 40  Penfill cartridges (3 ml)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726541000033114"	"Human Mixtard 50  Penfill cartridges (3 ml)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726641000033110"	"Human Insulatard Ge  Penfill cartridges (3 ml)  100 units/ml"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"726941000033115"	"Human Insulatard Ge  Preloaded pen  100 units/ml"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"727041000033119"	"HumaJect S Pen 100units/ml solution for injection"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"727141000033115"	"Humaject (Humulin M1)  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"727241000033110"	"Humaject (Humulin M2)  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"727341000033117"	"HumaJect M3 Pen 100units/ml suspension for injection"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"727441000033111"	"Humaject (Humulin M4)  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"727541000033112"	"Humaject (Humulin M5)  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"727641000033113"	"Humaject (Humulin I)  Preloaded pen  100 units/ml"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"734841000033115"	"Hypurin Porcine Biphasic Isophane  Injection (cartridges)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"734941000033111"	"Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"735241000033115"	"Hypurin Bovine Lente  Injection (cartridges)  100 i.u./ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"735441000033119"	"Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"735841000033116"	"Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"735941000033112"	"Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"736041000033119"	"Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"736141000033115"	"Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"741441000033115"	"Hypodermic Insulin  Syringe"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"757641000033112"	"Insulin lispro 100units/ml solution for injection 1.5ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"758341000033117"	"Insulin Syringe  Click-count  1 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"758441000033111"	"Insulin Syringe  Disposable  0.5 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"758541000033112"	"Insulin Syringe  Disposable  1 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"759841000033115"	"Insulin Zinc Suspension (Human)  Injection  100 units/ml, 10 ml vial"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"762441000033118"	"Insulin lispro 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"763341000033116"	"Pork Insulatard 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"763941000033117"	"Insulin Zinc Suspension  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"764941000033119"	"Insulin Zinc Suspension Lente (Evans)  Injection  100u/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"766241000033115"	"Insulin Syringe  Pre-set  1 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"766741000033114"	"Insulin Syringe  Re-usable  0.5 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"766841000033116"	"Insulin Syringe  Re-usable  1 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"776041000033117"	"Isophane Insulin (Human, Prb)  Cartridges  100 units/ml"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"779141000033111"	"Insulin isophane human 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"779641000033118"	"Isophane Insulin Injection (Evans)  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"779841000033117"	"Isophane Insulin  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"823541000033119"	"Lentard Mc  Injection  100 units/ml, 10 ml vial"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"896941000033112"	"Metformin 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin"	"500.000mg"	"Metformin"	"Metformin"	"Aurum"
"897041000033113"	"Metformin 850mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Metformin"	"850.000mg"	"Metformin"	"Metformin"	"Aurum"
"915641000033117"	"Pork Mixtard 30 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"920141000033112"	"Minodiab 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Glipizide"	"2.500mg"	"Glipizide"	"Sulfonylureas"	"Aurum"
"920241000033117"	"Minodiab 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Glipizide"	"5.000mg"	"Glipizide"	"Sulfonylureas"	"Aurum"
"924541000033112"	"Monoject hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"926541000033117"	"Monotard Mc Insulin Zinc Susp Bp Nova  Injection  100 units/1 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"961041000033114"	"Neutral Insulin  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"961141000033113"	"Neutral Insulin (Human)  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"962241000033112"	"Neutral Insulin (Evans)  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1052941000033117"	"Human Mixtard 10  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1053041000033110"	"Human Mixtard 20  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1053141000033114"	"Human Mixtard 40  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1053241000033119"	"Human Mixtard 50  Injection"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1053541000033117"	"Human Mixtard 30  Injection (cartridges)  100 u/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1061641000033113"	"Human Mixtard 30  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1061741000033116"	"Human Mixtard 10  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1061841000033114"	"Human Mixtard 20  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1061941000033118"	"Human Mixtard 40  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1062041000033112"	"Human Mixtard 50  Preloaded pen"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1119741000033114"	"Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1152741000033110"	"Rapitard Mc (Novo)  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1240741000033113"	"Sabre Disposable  Insulin syringe  0.5 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1240841000033115"	"Sabre Disposable  Insulin syringe  1 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1278041000033114"	"Semi-Daonil 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Glibenclamide"	"2.500mg"	"Glibenclamide"	"Sulfonylureas"	"Aurum"
"1415541000033116"	"Terumo  Disposable insulin syringe  0.5 ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1419541000033119"	"Tempulin (Boots)  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1450941000033113"	"Tolbutamide 500mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Tolbutamide"	"500.000mg"	"Tolbutamide"	"Sulfonylureas"	"Aurum"
"1480541000033110"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with not less than 12mm needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1480641000033111"	"U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.3 ml, 0.36 mm/28g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1480741000033119"	"U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.3 ml, 0.4 mm/27g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1480841000033112"	"U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.3 ml, 0.45 mm/26g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1480941000033116"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1481041000033114"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.36mm/28gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1481141000033113"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with not less than 12mm needle 0.4mm/27gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1481241000033118"	"U100 Insulin Sterile, Single Use  Syringes with 12mm needle  0.5 ml, 0.45 mm/26g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1481341000033111"	"U100 Insulin Sterile, Single Use  Syringes with needle  0.36 x 13 mm/28g ref no443723113"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1490141000033119"	"Unifine hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1507441000033119"	"Human Velosulin  Injection  100 u/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1508341000033112"	"Pork Velosulin  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1508441000033118"	"Velosulin Cartridge (Nordisk Wellcome)  Injection  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1577541000033112"	"BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1602941000033117"	"Diaglyk 80mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Gliclazide"	"80.000mg"	"Gliclazide"	"Sulfonylureas"	"Aurum"
"1615941000033113"	"Humulin I 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1616041000033115"	"Humulin S 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1616141000033116"	"Humulin M1  Cartridges (3 Ml)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1616241000033111"	"Humulin M2 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1616341000033118"	"Humulin M3 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1616441000033112"	"Humulin M4  Cartridges (3 Ml)"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1620641000033115"	"Isophane Insulin (Human Pyr)  Injection  100 units/ml, 10 ml vial"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1621141000033118"	"Isophane Insulin (Human Pyr)  Penfill Cartridges (1.5 Ml)  100 units/ml"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1621241000033113"	"Isophane Insulin (Human Pyr)  Penfill cartridges (3 ml)  100 units/ml"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1621341000033115"	"Isophane Insulin (Human Pyr)  Preloaded pen  100 units/ml"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1659941000033116"	"NovoNorm 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"500.000microgram"	"Repaglinide"	"Other"	"Aurum"
"1660041000033118"	"NovoNorm 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"1.000mg"	"Repaglinide"	"Other"	"Aurum"
"1660141000033119"	"NovoNorm 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"2.000mg"	"Repaglinide"	"Other"	"Aurum"
"1672741000033112"	"Repaglinide 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"1.000mg"	"Repaglinide"	"Other"	"Aurum"
"1672841000033119"	"Repaglinide 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"2.000mg"	"Repaglinide"	"Other"	"Aurum"
"1672941000033110"	"Repaglinide 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Repaglinide"	"500.000microgram"	"Repaglinide"	"Other"	"Aurum"
"1703341000033115"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1703441000033114"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1703541000033110"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.36mm/28gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1703641000033111"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.4mm/27gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1703741000033119"	"U100 Insulin Sterile, Single Use  Syringes with 12mm needle  1 ml, 0.45 mm/26g"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1703841000033112"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1714041000033116"	"Human Insulatard Penfill 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1717041000033114"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1717141000033113"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1717341000033111"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12.7mm needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1717441000033117"	"BD Micro-Fine + hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1736841000033114"	"Humalog 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1736941000033118"	"Humalog Mix25 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1737041000033117"	"Humalog Mix25 Pen 100units/ml suspension for injection 3ml pre-filled pens"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1739941000033110"	"Insulin lispro 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1749441000033116"	"Pork Actrapid 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1818141000033110"	"Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1818241000033115"	"Human Mixtard 20 Penfill 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1818341000033113"	"Human Mixtard 30 Penfill 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1818441000033119"	"Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1818541000033118"	"Human Mixtard 50 Penfill 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1821441000033116"	"Insulin isophane porcine 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1821541000033115"	"Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1821641000033119"	"Insulin isophane bovine 100units/ml suspension for injection 10ml vials"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1821741000033111"	"Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1821841000033118"	"Bd-Microfine +  Needles for insulin pens  5 mm/31 gauge"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1844541000033119"	"BD Micro-Fine + hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
"1861941000033119"	"Insulin aspart 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1862041000033113"	"Insulin aspart 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	"Insulin"	"Insulin"	"Aurum"
"1862141000033112"	"Insulin Aspart  Prefilled syringes  100 units/ml"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Aurum"
