"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antihypertensives"
"37650"	48827	"Losartan 100mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Losartan"	"12.5mg + 100mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists With Diuretic"	"Hydrochlorothiazide/Losartan"
"8800"	121389	"Innovace 5mg tablets (Organon Pharma (UK) Ltd)"	"Enalapril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"32590"	39	"Verapamil 40mg tablets (Viatris UK Healthcare Ltd)"	"Verapamil"	"40mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"56485"	333	"Celectol 200mg tablets (Waymade Healthcare Plc)"	"Celiprolol"	"200mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Celiprolol"
"77604"	4	"Spironolactone 7.5mg/5ml oral suspension"	"Spironolactone"	"1.5mg/1ml"	"Oral suspension"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"82494"	95	"Aprovel 150mg tablets (Waymade Healthcare Plc)"	"Irbesartan"	"150mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"54120"	37	"Spironolactone 4mg/5ml oral suspension"	"Spironolactone"	"800microgram/1ml"	"Oral suspension"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"67929"	0	"Candesartan 16mg tablets (Tillomed Laboratories Ltd)"	"Candesartan"	"16mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"54986"	67	"Perindopril erbumine 8mg/5ml oral suspension"	"Perindopril"	"1.6mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"34818"	51	"Timolol 0.25% eye drops (IVAX Pharmaceuticals UK Ltd)"	"Timolol"	"2.5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"73528"	0	"Candesartan 4mg tablets (Milpharm Ltd)"	"Candesartan"	"4mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"58297"	1	"Propranolol 10mg tablets (Kent Pharma (UK) Ltd)"	"Propranolol"	"10mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"40528"	52	"Ambrisentan 5mg tablets"	"Ambrisentan"	"5mg"	"Oral tablet"	"Oral"	"Vasodilator Antihypertensive Products"	"Ambrisentan"
"59770"	0	"Perindopril erbumine 4mg tablets (Milpharm Ltd)"	"Perindopril"	"4mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"41592"	69	"Spironolactone 100mg tablets (Actavis UK Ltd)"	"Spironolactone"	"100mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"61844"	5	"Invicorp 2 solution for injection (Senetek Plc)"	"Phentolamine"	"71.43microgram/1ml + 5.71mg/1ml"	"Solution for injection"	"Intracavernous"	"Drugs For Erectile Dysfunction"	"Phentolamine"
"11864"	56195	"Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets"	"Hydrochlorothiazide/Valsartan"	"160mg + 12.5mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists With Diuretic"	"Hydrochlorothiazide/Valsartan"
"71413"	29	"Diltiazem 120mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"3056"	125556	"Natrilix SR 1.5mg tablets (Servier Laboratories Ltd)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"74904"	0	"Losartan 25mg tablets (DE Pharmaceuticals)"	"Losartan"	"25mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"4983"	10315	"Atenolol with amiloride and hydrochlorothiazide capsules"	"Hydrochlorothiazide/Amiloride/Atenolol"	NA	"Capsules"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Hydrochlorothiazide/Amiloride/Atenolol"
"35304"	2125	"Valsartan 160mg with amlodipine 10mg tablets"	"Amlodipine/Valsartan"	"160mg + 10mg"	"Tablets"	"Oral"	"Angiotensin-II Receptor Antagonists/Calcium-Channel Blockers"	"Amlodipine/Valsartan"
"43523"	20	"Amiloride 5mg tablets (Viatris UK Healthcare Ltd)"	"Amiloride"	"5mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Amiloride"
"1262"	1274020	"Nifedipine 12 20mg Modified-release tablet"	"Nifedipine"	"20mg"	"Modified-Release Tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"87646"	25	"Amlodipine 5mg tablets (Zentiva Pharma UK Ltd)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"34522"	120	"Nifedipine 5mg capsules (A A H Pharmaceuticals Ltd)"	"Nifedipine"	"5mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"75207"	2299	"Clonidine 50micrograms/5ml oral solution sugar free"	"Clonidine"	"10microgram/1ml"	"Oral solution"	"Oral"	"Prophylaxis Of Migraine/Oestrogens And HRT"	"Clonidine"
"67074"	0	"Adalat 10mg capsules (DE Pharmaceuticals)"	"Nifedipine"	"10mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"8310"	19210	"Isradipine 2.5mg tablets"	"Isradipine"	"2.5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Isradipine"
"53322"	0	"Doxazosin 4mg tablets (Bristol Laboratories Ltd)"	"Doxazosin"	"4mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"68529"	6462	"Guanfacine 3mg modified-release tablets"	"Guanfacine"	"3mg"	"Modified-release tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Guanfacine"
"89516"	41	"Co-amilofruse 2.5mg/20mg tablets (DE Pharmaceuticals)"	"Amiloride"	"2.5mg + 20mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"60856"	19	"Nifedipine 10mg modified-release tablets (Sigma Pharmaceuticals Plc)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"5496"	1291734	"Doxazosin 8mg modified-release tablets"	"Doxazosin"	"8mg"	"Modified-release tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"30197"	25378	"Diltiazem 120mg modified-release capsules"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"75593"	7	"Spironolactone 10mg/5ml Oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Spironolactone"	"10mg/5ml"	"Oral Solution"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"68094"	0	"Lisinopril 5mg tablets (Sigma Pharmaceuticals Plc)"	"Lisinopril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"67767"	0	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Hydrochlorothiazide/Lisinopril"
"1048"	35494	"Inderal 80mg tablets (AstraZeneca UK Ltd)"	"Propranolol"	"80mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"25382"	6191	"Co-Diovan 160mg/25mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Hydrochlorothiazide/Valsartan"	"160mg + 25mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists With Diuretic"	"Hydrochlorothiazide/Valsartan"
"75418"	0	"Candesartan 16mg tablets (Viatris UK Healthcare Ltd)"	"Candesartan"	"16mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"4542"	76424	"Atenolol 50mg / Nifedipine 20mg modified-release capsules"	"Nifedipine/Atenolol"	"50mg + 20mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Calcium-Channel Blockers"	"Nifedipine/Atenolol"
"57026"	90	"Candesartan 8mg tablets (Waymade Healthcare Plc)"	"Candesartan"	"8mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Candesartan"
"43516"	125	"Indapamide 2.5mg tablets (Actavis UK Ltd)"	"Indapamide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"51601"	0	"Losartan 50mg tablets (Actavis UK Ltd)"	"Losartan"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"74237"	40	"Enalapril 25mg/5ml oral solution"	"Enalapril"	"5mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"11526"	61462	"CoAprovel 300mg/12.5mg tablets (Sanofi)"	"Hydrochlorothiazide/Irbesartan"	"300mg + 12.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists With Diuretic"	"Hydrochlorothiazide/Irbesartan"
"71398"	10	"Spironolactone 12.5mg/5ml oral solution"	"Spironolactone"	"2.5mg/1ml"	"Oral solution"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"40310"	97	"Moxonidine 200microgram tablets (Teva UK Ltd)"	"Moxonidine"	"200microgram"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Moxonidine"
"25026"	1	"NIFEDIPINE RETARD"	"Nifedipine"	NA	NA	NA	"Unknown"	"Nifedipine"
"25044"	0	"NIFEDIPINE RETARD"	"Nifedipine"	NA	NA	NA	"Unknown"	"Nifedipine"
"21943"	146	"Kaplon 12.5mg tablets (Teva UK Ltd)"	"Captopril"	"12.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"34094"	11769	"Metoprolol 50mg tablets (A A H Pharmaceuticals Ltd)"	"Metoprolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine"	"Metoprolol"
"64166"	7338	"Amlodipine 5mg/5ml oral solution sugar free"	"Amlodipine"	"1mg/1ml"	"Oral solution"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"3050"	41243	"Furosemide with triamterene 40mgwith50mg Tablet"	"Triamterene"	"40mg + 50mg"	"Tablet"	"Oral"	"Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"Triamterene"
"63158"	0	"Doxazosin 2mg tablets (Almus Pharmaceuticals Ltd)"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"34449"	4	"Co-tenidone 50mg/12.5mg tablets (Viatris UK Healthcare Ltd)"	"Chlortalidone/Atenolol"	"12.5mg + 50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Chlortalidone/Atenolol"
"55821"	0	"Valsartan 160mg capsules (Teva UK Ltd)"	"Valsartan"	"160mg"	"Oral capsule"	"Oral"	"Unknown"	"Valsartan"
"61611"	0	"Lercanidipine 10mg tablets (DE Pharmaceuticals)"	"Lercanidipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lercanidipine"
"59616"	72	"Rawel XL 1.5mg tablets (Krka UK Ltd)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"67780"	0	"Bendroflumethiazide 5mg tablets (DE Pharmaceuticals)"	"Bendroflumethiazide"	"5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Bendroflumethiazide"
"3061"	76878	"Diltiazem 12hr 180mg modified-release capsules"	"Diltiazem"	"180mg"	"12 Hour Modified Release Capsules"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"36742"	44	"Captopril 2mg/5ml oral suspension"	"Captopril"	"2mg/5ml"	"Oral Suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"34146"	1024	"Nifedipine mr 10mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"13352"	8060	"Midamor 5mg Tablet (MSD Thomas Morson Pharmaceuticals)"	"Amiloride"	"5mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Amiloride"
"13139"	160129	"Adipine XL 30mg tablets (Chiesi Ltd)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"81979"	0	"Amlodipine 10mg tablets (Drugsrus Ltd)"	"Amlodipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"493"	3412735	"Doxazosin 2mg tablets"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"22439"	8	"Ednyt 20mg Tablet (Dominion Pharma)"	"Enalapril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"47996"	30	"Diltiazem 2% gel"	"Diltiazem"	"20mg/1gram"	"Gel"	"Route of administration not applicable"	"Local Products For Anal Or Rectal Problems/Calcium-Channel Blockers"	"Diltiazem"
"5275"	31293	"Tritace 2.5mg capsules (Sanofi)"	"Ramipril"	"2.5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"71277"	2	"Captopril 7.5mg/5ml oral suspension"	"Captopril"	"1.5mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"86292"	2	"Propranolol 40mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)"	"Propranolol"	"8mg/1ml"	"Oral solution"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"31773"	853	"Co-amilofruse 5mg/40mg tablets (Wockhardt UK Ltd)"	"Amiloride"	"5mg + 40mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"83112"	5	"Timolol 0.5% eye drops (FDC International Ltd)"	"Timolol"	"5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"51998"	85	"Atenolol 25mg tablets (Strides Pharma UK Ltd)"	"Atenolol"	"25mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"43413"	611	"Lisinopril 20mg tablets (A A H Pharmaceuticals Ltd)"	"Lisinopril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"14144"	2488	"Inspra 25mg tablets (Viatris UK Healthcare Ltd)"	"Eplerenone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Eplerenone"
"22619"	1831	"Britiazim 60mg Modified-release tablet (Thames Laboratories Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"79241"	0	"Irbesartan 150mg tablets (Viatris UK Healthcare Ltd)"	"Irbesartan"	"150mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"60660"	5	"Spironolactone 3mg/5ml oral suspension"	"Spironolactone"	"600microgram/1ml"	"Oral suspension"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"84750"	0	"Lisinopril 10mg tablets (Lupin Healthcare (UK) Ltd)"	"Lisinopril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"52970"	203	"Spironolactone 10mg/5ml oral solution"	"Spironolactone"	"2mg/1ml"	"Oral solution"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"70827"	616	"Lercanidipine 10mg tablets (Teva UK Ltd)"	"Lercanidipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lercanidipine"
"81619"	27	"Prazosin 2mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Prazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Prazosin"
"71682"	0	"Losartan 100mg / Hydrochlorothiazide 25mg tablets (Mawdsley-Brooks & Company Ltd)"	"Hydrochlorothiazide/Losartan"	"100mg + 25mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists With Diuretic"	"Hydrochlorothiazide/Losartan"
"3167"	50978	"Propranolol 160mg tablets"	"Propranolol"	"160mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"91823"	0	"Felodipine 10mg modified-release tablets (Teva UK Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"32913"	64	"Methyldopa 250mg tablets (Accord-UK Ltd)"	"Methyldopa"	"250mg"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Methyldopa"
"34798"	31	"Enalapril 20mg tablets (Sandoz Ltd)"	"Enalapril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"86323"	9	"Minipress 2mg tablets (Imported (Australia))"	"Prazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Prazosin"
"8558"	149972	"Adizem xl 120mg Capsule (Napp Pharmaceuticals Ltd)"	"Diltiazem"	"120mg"	"Capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"38519"	30	"Ventavis 10micrograms/ml nebuliser solution 1ml ampoules (Bayer Plc)"	"Iloprost"	"10microgram/1ml"	"Nebuliser liquid"	"Inhalation"	"Vasodilator Antihypertensive Products"	"Iloprost"
"91817"	21	"DuoTrav 40micrograms/ml / 5mg/ml eye drops (Mawdsley-Brooks & Company Ltd)"	"Timolol"	"5mg/1ml + 40microgram/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)/Prostaglandin Analogues (In Glaucoma)"	"Timolol"
"35603"	847	"Doxazosin 4mg/5ml oral suspension"	"Doxazosin"	"800microgram/1ml"	"Oral suspension"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"6518"	24536	"Diovan 160mg capsules (Novartis Pharmaceuticals UK Ltd)"	"Valsartan"	"160mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"52010"	0	"Enalapril 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Enalapril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"71910"	0	"Losartan 50mg tablets (Necessity Supplies Ltd)"	"Losartan"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"43531"	91	"Moxonidine 400microgram tablets (Sandoz Ltd)"	"Moxonidine"	"400microgram"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Moxonidine"
"20311"	612	"Nifedipress mr 20mg Modified-release tablet (Generics (UK) Ltd)"	"Nifedipine"	"20mg"	"Modified-Release Tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"74800"	334	"Frumil 40mg/5mg tablets (Lexon (UK) Ltd)"	"Amiloride"	"5mg + 40mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"76202"	200	"Irbesartan 150mg/5ml oral suspension"	"Irbesartan"	"30mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"79078"	2	"Ramipril 10mg tablets (Niche Generics Ltd)"	"Ramipril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"9935"	8552	"Amiloride 5mg/5ml oral solution sugar free"	"Amiloride"	"1mg/1ml"	"Oral solution"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Amiloride"
"41232"	52	"Cozaar 2.5mg/ml oral suspension (Organon Pharma (UK) Ltd)"	"Losartan"	"2.5mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"38461"	38	"Cardozin XL 4mg tablets (Arrow Generics Ltd)"	"Doxazosin"	"4mg"	"Modified-release tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"35938"	1743	"Propranolol 80mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Propranolol"	"80mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"3691"	14744	"Sotalol 160mg with hydrochlorothiazide 25mg tablet"	"Hydrochlorothiazide"	"160mg + 25mg"	"Tablets"	"Oral"	"Beta-Adrenoceptor Blockers"	"Hydrochlorothiazide"
"67662"	0	"Istin 10mg tablets (DE Pharmaceuticals)"	"Amlodipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"20459"	247	"Felendil xl 10mg Modified-release tablet (Ratiopharm UK Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"5183"	39605	"Hypovase 2mg tablets (Pfizer Ltd)"	"Prazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Prazosin"
"66095"	4	"Felodipine 5mg modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"15221"	8	"Dilcardia xl 180mg Modified-release capsule (Generics (UK) Ltd)"	"Diltiazem"	"180mg"	"Modified-Release Capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"23604"	11	"PROPRANOLOL S/R"	"Propranolol"	NA	NA	NA	"Unknown"	"Propranolol"
"46009"	5	"Verapamil 120mg tablets (Kent Pharma (UK) Ltd)"	"Verapamil"	"120mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"34785"	278	"Timolol 0.5% eye drops (Viatris UK Healthcare Ltd)"	"Timolol"	"5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"63411"	3	"Irbesartan 300mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Irbesartan"	"300mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"77090"	1	"Anoheal 2% cream (S.L.A. Pharma (UK) Ltd)"	"Diltiazem"	"20mg/1gram"	"Cream"	"Route of administration not applicable"	"Local Products For Anal Or Rectal Problems"	"Diltiazem"
"34583"	18	"Ramipril 10mg Capsule (Dexcel-Pharma Ltd)"	"Ramipril"	"10mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"89731"	367	"Losartan 100mg tablets (Sovereign Medical Ltd)"	"Losartan"	"100mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"23730"	1	"VERAPAMIL 100 MG TAB"	"Verapamil"	NA	"Tablet"	"Oral"	"Unknown"	"Verapamil"
"46675"	8	"Indapamide 1.5mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"16196"	4768	"Vascace 5mg tablets (Roche Products Ltd)"	"Cilazapril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Cilazapril"
"66172"	2	"Uard 180XL capsules (Ennogen Healthcare Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"60823"	392	"Noyada 5mg/5ml oral solution (Martindale Pharmaceuticals Ltd)"	"Captopril"	"1mg/1ml"	"Oral solution"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"21423"	12598	"Cozaar-Comp 100mg/25mg tablets (Organon Pharma (UK) Ltd)"	"Hydrochlorothiazide/Losartan"	"100mg + 25mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists With Diuretic"	"Hydrochlorothiazide/Losartan"
"33650"	680	"Atenolol 50mg tablets (Viatris UK Healthcare Ltd)"	"Atenolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"8147"	5590	"Lopresoretic Tablet (Novartis Pharmaceuticals UK Ltd)"	"Chlortalidone/Metoprolol"	NA	"Tablet"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Chlortalidone/Metoprolol"
"46952"	120	"Co-tenidone 100mg/25mg tablets (Actavis UK Ltd)"	"Chlortalidone/Atenolol"	"100mg + 25mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Chlortalidone/Atenolol"
